Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
46.1,100.3,144.0,8.1,25.3,5.9,2.3,7.3,443.0,1
33.5,81.2,23.4,56.5,25.3,27.2,0.98,3.7,600.0,1
48.1,94.1,4.2,19.0,23.7,6.0,1.57,5.1,625.0,3
31.6,76.7,21.4,26.9,30.1,17.4,1.29,7.6,663.0,2
29.0,60.1,1.1,44.4,27.0,5.9,1.49,5.7,538.0,2
24.9,82.2,19.5,27.9,25.6,5.9,1.54,5.1,454.0,2
27.7,99.4,1.1,8.1,37.5,5.9,1.74,5.1,454.0,3
20.8,48.5,16.0,19.7,25.3,2.5,0.98,5.1,432.0,0
28.2,71.7,75.2,8.1,30.8,5.0,1.81,4.8,765.0,3
26.7,69.7,95.7,8.1,36.1,20.5,2.3,6.8,673.0,3
26.7,60.0,14.6,20.6,20.9,1.6,0.94,5.1,454.0,0
29.6,60.1,12.8,15.9,22.0,5.9,1.16,11.0,377.0,0
26.7,73.8,3.3,8.8,25.3,5.9,0.83,10.8,217.0,0
33.2,49.8,1.4,23.3,23.0,25.8,2.06,6.8,730.0,3
26.7,66.0,44.0,54.0,44.3,22.7,3.09,5.2,641.0,1
28.1,51.8,36.0,40.3,26.4,5.4,1.15,10.8,264.0,0
32.0,74.9,1.1,45.5,28.8,9.5,1.42,7.8,598.0,2
25.0,63.9,9.3,10.8,25.3,4.6,0.92,10.1,490.0,0
25.7,69.3,15.7,25.0,27.7,10.6,0.98,9.5,454.0,2
26.7,69.2,7.9,30.3,25.3,5.9,2.07,4.9,724.0,1
26.7,63.2,6.8,8.1,13.4,4.9,0.98,10.0,358.0,0
20.4,44.9,4.6,9.2,20.5,5.7,1.03,10.2,545.0,0
24.6,84.2,1.1,8.1,22.5,9.0,1.48,5.1,623.0,2
25.9,60.1,1.1,8.1,31.2,19.0,1.48,5.1,411.0,2
26.7,54.0,1.1,15.4,13.9,5.9,1.0,10.5,265.0,0
26.7,97.9,54.0,8.1,25.3,16.4,0.98,5.1,513.0,3
24.9,63.5,1.1,8.1,17.2,4.3,1.18,16.4,390.0,0
28.0,55.2,12.4,8.1,25.3,3.7,0.98,10.6,467.0,0
26.7,53.9,2.9,6.4,25.3,6.6,0.98,5.1,533.0,0
30.4,60.1,28.6,42.6,25.3,4.0,2.2,5.1,639.0,3
41.4,65.4,34.3,52.8,42.7,5.9,0.98,5.1,454.0,1
25.5,73.4,13.8,21.4,25.7,3.8,0.95,11.0,194.0,0
28.2,49.6,17.0,21.7,19.7,11.3,0.99,11.1,454.0,0
36.6,60.1,32.2,41.3,32.1,9.4,1.95,4.4,543.0,3
18.8,60.1,11.0,15.8,25.3,5.6,1.09,11.2,409.0,0
26.3,60.1,1.1,29.5,15.1,3.7,0.92,10.4,399.0,0
26.7,60.1,11.4,8.1,36.5,20.3,1.89,6.8,680.0,3
23.0,60.1,1.1,8.1,24.8,2.1,1.12,12.4,454.0,0
22.3,60.1,19.3,8.1,26.1,5.5,0.82,5.1,214.0,0
21.4,76.9,2.3,6.7,23.4,2.8,1.09,14.7,338.0,0
44.7,75.6,6.6,28.3,25.7,5.9,2.1,4.1,643.0,3
22.4,73.0,12.2,15.0,26.6,3.6,0.97,12.9,266.0,0
32.3,82.0,8.8,8.1,29.8,5.9,2.03,5.7,600.0,3
33.5,70.8,1.1,16.3,22.0,15.9,1.63,5.1,527.0,2
33.1,52.0,7.2,15.9,38.9,12.1,1.46,7.3,452.0,2
25.5,48.0,15.5,19.9,18.6,7.7,1.04,10.3,503.0,0
29.9,77.8,1.5,23.4,43.8,20.0,1.89,5.1,681.0,3
29.3,67.5,1.1,5.0,25.3,4.5,1.12,11.0,454.0,0
23.9,60.1,25.9,8.1,21.5,3.1,1.45,5.5,562.0,2
23.7,40.0,20.7,23.0,20.4,6.2,1.05,12.5,318.0,0
21.9,70.1,5.4,10.4,13.5,1.1,1.09,12.5,224.0,0
44.9,105.8,24.5,47.4,25.3,5.9,2.36,5.1,878.0,1
27.0,60.1,6.2,8.1,24.3,5.0,0.98,5.1,454.0,0
26.7,87.5,81.9,87.0,40.4,18.4,2.14,2.9,631.0,1
33.4,78.5,101.6,8.1,19.3,9.2,0.98,5.1,334.0,2
23.5,51.6,0.0,8.3,25.3,7.4,0.98,5.1,454.0,0
22.2,75.7,19.0,20.7,25.3,5.9,1.03,10.7,316.0,0
35.4,51.9,48.4,53.0,21.0,10.4,1.53,6.6,628.0,2
41.5,60.1,3.4,15.4,24.5,6.4,1.38,4.8,748.0,3
21.0,60.5,4.6,8.1,25.3,5.9,0.98,10.2,378.0,0
31.3,73.7,20.3,30.7,31.5,5.9,1.76,7.3,512.0,2
46.8,91.6,240.1,261.5,40.3,37.6,2.46,3.1,454.0,1
23.9,66.7,14.3,8.1,21.8,5.9,1.07,5.1,413.0,0
24.6,45.1,0.4,8.1,21.2,5.9,0.94,10.1,226.0,0
26.7,59.3,1.1,33.1,25.3,16.7,2.0,5.3,622.0,3
26.7,82.2,73.6,89.8,35.1,13.3,2.84,4.1,620.0,1
22.5,73.0,0.2,6.2,15.0,5.9,0.95,14.2,543.0,0
26.7,57.9,50.0,59.6,26.3,9.4,1.68,6.3,541.0,2
24.6,51.3,3.9,8.0,25.3,5.9,0.98,5.1,454.0,0
32.0,70.7,8.4,11.3,24.5,6.1,1.6,8.2,382.0,2
29.5,77.2,1.1,44.4,25.3,23.1,0.98,5.1,586.0,3
32.5,60.1,1.1,40.1,25.3,5.9,1.52,6.5,410.0,2
26.7,56.8,1.9,5.0,36.1,7.6,0.98,7.5,481.0,2
30.1,86.8,7.3,22.4,27.9,6.0,1.29,6.0,690.0,2
22.3,75.4,0.7,4.7,23.7,7.3,0.93,11.4,454.0,0
27.4,81.5,18.9,8.1,22.6,12.8,1.55,5.1,341.0,2
28.3,40.6,2.3,8.1,25.3,4.0,0.88,5.1,590.0,0
26.7,68.9,1.1,11.5,25.3,13.0,1.46,7.1,638.0,2
27.7,60.1,1.1,20.5,28.2,9.8,1.53,5.5,449.0,2
33.3,82.6,1.2,5.6,30.1,5.9,1.32,5.9,454.0,2
22.9,66.9,7.8,8.1,21.8,8.1,1.07,10.0,435.0,0
26.7,60.1,9.3,19.0,31.3,11.2,1.74,6.8,714.0,2
28.0,83.9,20.9,37.3,21.3,11.1,1.56,5.7,442.0,2
33.4,85.5,11.7,31.7,41.7,12.4,0.98,5.1,927.0,1
22.9,40.5,1.1,7.3,13.4,0.9,1.12,5.1,246.0,0
23.1,59.7,13.3,8.1,22.9,14.1,1.3,6.3,598.0,2
26.7,77.1,35.3,43.9,25.3,14.4,1.38,5.6,599.0,2
27.6,75.9,20.3,8.1,25.3,4.9,1.11,10.8,334.0,0
32.8,60.4,1.1,12.8,28.1,5.7,1.36,12.5,406.0,2
21.6,71.5,1.3,6.5,23.8,4.8,0.89,5.1,384.0,0
31.4,81.8,4.3,17.5,21.8,12.8,1.47,5.1,437.0,2
26.7,63.0,11.0,21.1,23.2,9.6,1.27,5.1,333.0,2
24.2,64.4,1.1,8.1,11.7,8.6,1.08,5.1,239.0,0
26.7,88.4,104.9,127.4,25.3,21.7,2.71,8.2,648.0,1
26.7,88.7,29.3,8.1,25.3,20.7,2.03,5.1,821.0,1
29.2,72.1,25.5,32.3,13.3,5.7,1.08,10.9,358.0,0
20.1,41.7,3.6,8.2,23.2,5.9,0.98,10.4,370.0,0
42.6,60.1,17.9,30.1,44.3,4.0,1.91,2.6,454.0,1
33.7,72.7,139.4,159.9,25.3,22.8,2.28,5.6,454.0,3
29.0,64.0,8.6,21.6,26.6,8.1,1.53,5.0,647.0,2
30.7,60.1,5.7,20.8,25.3,13.4,1.87,5.1,437.0,2
37.3,90.7,1.1,43.8,35.6,5.9,0.98,5.1,754.0,1
33.4,70.5,7.5,15.2,24.1,8.6,1.49,6.0,417.0,2
33.7,89.4,30.0,8.1,26.5,8.1,0.98,5.1,613.0,2
23.0,44.6,23.1,28.1,16.2,5.9,0.95,10.0,437.0,0
28.9,80.1,1.1,19.7,31.1,5.9,1.61,8.1,562.0,2
33.5,97.1,10.5,24.1,26.8,16.5,2.13,5.1,686.0,3
25.2,42.6,10.5,18.0,25.3,5.9,0.89,5.1,517.0,0
30.2,79.7,21.1,25.3,30.6,6.5,1.63,5.9,609.0,2
35.6,74.6,1.1,76.2,43.9,17.4,2.61,3.5,679.0,3
26.7,64.3,58.1,74.1,14.2,9.7,1.41,5.1,489.0,2
35.0,80.5,43.6,8.1,25.3,11.3,1.65,6.9,664.0,2
37.3,98.6,68.4,8.1,37.5,16.9,2.34,9.0,695.0,3
29.3,78.5,14.8,8.1,29.3,-0.4,1.48,8.0,451.0,2
26.7,64.2,5.5,10.5,25.3,4.1,1.0,12.7,549.0,0
31.0,57.1,22.1,27.2,25.3,5.9,1.54,8.5,713.0,2
26.7,83.3,4.7,22.7,35.9,5.9,2.97,5.2,631.0,3
21.8,61.9,27.4,31.3,23.8,7.7,0.98,10.8,340.0,0
26.7,87.8,3.4,15.9,36.0,14.2,1.47,5.1,399.0,2
26.7,65.1,3.5,5.2,18.7,7.9,0.9,10.7,458.0,0
31.3,46.6,1.4,7.5,21.8,4.4,0.87,5.1,233.0,0
22.8,83.4,28.2,42.9,42.6,9.8,1.71,4.5,818.0,3
26.7,60.1,21.4,29.3,23.4,5.9,1.17,5.7,612.0,2
26.7,87.2,2.4,17.5,50.9,31.5,3.04,5.1,937.0,1
31.4,78.7,7.7,14.3,25.3,17.5,1.75,5.1,549.0,3
34.4,86.3,28.4,50.6,34.5,42.3,2.28,3.2,685.0,1
23.2,57.5,17.8,26.2,11.0,2.9,1.19,10.4,500.0,0
30.5,89.7,1.1,138.7,40.6,5.9,2.22,6.4,574.0,1
26.7,53.4,5.3,10.8,34.8,15.9,1.16,5.1,728.0,2
32.1,73.6,39.4,54.8,39.5,6.8,2.0,4.2,493.0,3
14.1,60.1,3.6,8.1,17.4,7.0,0.99,5.1,238.0,0
27.6,52.0,48.9,53.6,28.7,5.1,1.65,5.6,364.0,2
21.5,72.6,4.5,9.5,22.4,4.7,0.98,5.1,454.0,0
31.3,101.5,33.4,52.8,25.3,18.2,1.97,5.1,488.0,3
28.8,76.6,17.2,34.6,27.9,6.5,1.44,5.4,454.0,2
31.1,56.4,10.7,17.0,12.9,5.9,1.07,5.1,572.0,0
28.0,55.4,3.0,15.1,22.8,5.9,1.76,5.1,405.0,2
38.1,60.1,6.5,23.6,41.6,16.5,1.46,6.4,806.0,3
41.5,91.3,79.5,8.1,25.3,12.8,1.99,10.4,561.0,3
33.1,99.2,17.6,47.1,41.1,26.4,2.45,6.8,623.0,1
28.2,89.5,44.9,53.9,25.3,12.1,1.29,5.1,544.0,2
33.6,81.2,20.2,30.3,30.2,5.9,1.24,5.1,714.0,2
32.5,53.4,45.9,8.1,27.2,10.8,1.21,7.5,513.0,2
24.5,65.2,8.3,14.3,15.0,5.9,1.0,11.2,368.0,0
26.7,60.1,19.6,32.3,25.3,5.9,1.46,5.1,629.0,2
36.2,84.9,42.2,72.0,30.9,23.4,1.98,5.1,619.0,1
27.0,50.4,1.1,30.2,19.1,5.9,0.98,5.6,490.0,2
26.7,47.6,16.4,20.2,24.0,9.9,0.85,11.5,454.0,0
26.7,93.6,22.3,31.7,25.3,5.9,1.81,5.1,585.0,2
26.7,64.6,12.1,17.6,14.2,5.9,1.04,11.1,600.0,0
26.7,64.4,10.9,15.2,25.3,4.4,1.12,10.5,354.0,0
38.3,60.1,8.2,27.2,25.3,13.9,2.69,3.8,808.0,3
25.9,64.2,1.5,10.3,23.6,-0.4,0.98,11.5,386.0,0
22.8,65.1,3.1,8.1,11.1,5.9,0.88,12.0,500.0,0
32.5,60.1,24.9,36.0,25.8,6.3,1.69,6.4,516.0,2
26.7,59.5,6.0,11.3,25.3,0.7,0.9,10.7,231.0,0
32.9,49.6,24.0,28.5,22.0,8.8,1.64,5.3,518.0,2
28.0,60.1,1.1,28.8,34.3,12.3,1.55,6.2,631.0,2
26.7,60.1,5.3,10.5,18.4,5.0,0.99,5.1,547.0,0
28.0,90.3,35.4,58.2,41.2,7.9,2.06,5.1,662.0,3
37.8,79.1,63.0,85.1,52.6,20.1,2.6,5.1,778.0,1
31.6,60.1,80.5,8.1,25.3,1.7,0.98,4.4,630.0,3
26.7,63.8,1.1,22.1,31.3,5.9,1.7,5.0,389.0,2
25.5,38.3,3.6,8.1,25.3,6.6,1.05,17.8,379.0,0
36.6,60.1,6.0,8.1,25.3,17.8,1.58,5.1,470.0,3
29.8,60.2,10.7,19.8,25.3,5.9,2.0,6.4,472.0,2
33.7,96.3,70.8,87.3,25.3,5.9,2.33,4.8,557.0,1
26.2,62.0,79.2,86.0,25.3,5.9,0.98,5.9,615.0,2
27.6,60.1,0.0,4.5,25.1,4.3,1.07,5.1,536.0,0
30.8,60.3,1.1,8.1,25.3,5.9,0.96,11.4,470.0,0
23.7,51.7,1.1,22.2,25.3,7.0,1.07,5.1,371.0,0
26.7,60.1,6.4,14.2,25.3,11.0,2.24,5.1,644.0,3
26.7,61.2,12.1,8.1,17.5,5.1,2.03,9.3,502.0,2
28.4,48.0,11.1,17.7,25.3,5.9,1.06,16.4,334.0,0
34.5,60.1,9.0,21.6,39.1,7.5,1.79,5.2,454.0,2
20.4,52.8,11.7,16.7,24.4,2.3,1.05,5.1,430.0,0
30.9,92.2,10.7,8.1,25.3,9.6,2.55,4.8,429.0,3
23.4,54.7,10.2,12.8,25.3,4.5,1.13,10.9,362.0,0
28.8,76.6,124.1,135.5,25.3,10.0,0.98,5.0,566.0,3
36.4,80.3,103.0,106.4,26.5,5.9,0.98,3.7,844.0,1
26.7,75.8,1.1,19.5,29.7,5.9,1.78,5.1,402.0,2
24.2,60.1,1.1,8.1,17.2,7.2,0.96,14.8,497.0,0
32.1,54.6,3.8,8.1,28.1,5.9,1.54,5.2,454.0,2
31.6,97.6,85.9,101.9,25.3,25.8,1.82,7.4,804.0,3
23.3,42.6,7.4,10.6,23.7,5.2,1.14,13.4,292.0,0
26.7,100.1,3.9,8.1,25.3,15.5,0.98,3.7,457.0,3
31.3,100.3,7.0,8.1,25.3,20.2,2.19,4.2,770.0,3
29.6,83.0,4.0,14.1,25.3,3.2,1.05,11.9,454.0,0
25.3,60.1,33.9,44.0,25.3,9.1,1.41,6.2,488.0,2
26.4,60.3,6.5,13.2,25.3,5.1,0.88,5.1,412.0,0
23.9,61.4,28.2,40.3,37.0,11.3,1.56,6.9,559.0,2
26.7,61.8,3.2,9.9,25.3,5.9,0.93,5.1,438.0,0
26.7,71.3,11.8,8.1,26.1,23.5,2.16,5.4,730.0,3
38.7,71.9,5.4,31.0,50.3,5.9,2.81,6.4,503.0,1
32.4,83.3,2.3,18.4,30.9,15.1,1.54,5.1,355.0,2
26.7,71.3,6.2,12.7,23.6,5.9,1.04,11.1,389.0,0
50.9,79.9,22.5,8.1,38.2,9.0,0.98,8.4,611.0,1
34.7,88.9,8.9,16.1,33.3,8.5,1.19,6.0,447.0,2
33.5,60.1,0.1,8.8,25.3,5.9,1.41,5.6,351.0,2
26.0,60.1,1.1,22.4,25.3,7.0,1.02,5.1,210.0,0
28.2,68.1,7.2,8.1,20.8,4.7,1.07,10.2,379.0,0
23.4,42.5,1.9,6.4,20.6,4.3,1.19,11.3,493.0,0
25.6,52.6,1.9,3.6,25.3,6.2,1.07,5.1,492.0,0
26.7,41.5,0.3,7.1,25.3,3.2,0.98,11.4,212.0,0
26.7,75.7,2.3,18.1,29.4,5.9,1.45,5.1,454.0,2
26.7,60.1,17.9,46.0,42.9,21.1,2.36,2.8,517.0,1
35.8,60.1,2.9,8.1,25.3,14.5,1.59,7.7,661.0,2
26.7,72.7,1.1,8.1,21.2,9.7,1.59,5.1,404.0,2
31.7,47.3,1.2,6.9,11.5,5.5,1.18,15.7,451.0,0
21.5,73.3,1.8,8.5,18.6,8.3,0.94,13.1,207.0,0
40.0,66.1,21.7,8.1,28.1,2.7,1.66,5.9,745.0,3
39.1,82.4,24.3,49.8,25.3,11.5,0.98,5.1,818.0,3
26.7,43.8,18.4,23.1,25.3,2.6,0.98,12.1,253.0,0
39.6,96.2,47.1,65.4,35.8,17.1,2.03,5.2,661.0,3
26.7,91.9,22.3,34.2,43.7,17.4,2.07,3.1,900.0,1
26.4,77.1,20.6,24.8,24.1,12.4,1.46,5.1,576.0,2
47.4,93.1,72.7,96.6,34.3,5.9,2.54,5.7,797.0,1
29.7,74.4,0.6,6.0,22.4,3.5,0.74,11.6,583.0,0
25.2,63.2,8.9,19.6,41.7,9.9,2.14,5.1,473.0,3
25.0,75.7,4.7,8.1,21.2,5.2,1.15,16.0,541.0,0
26.7,67.6,6.0,15.4,29.2,5.9,1.42,5.1,564.0,2
26.7,56.8,0.2,4.7,24.6,10.2,1.49,5.3,696.0,2
21.5,74.6,0.3,8.1,15.9,6.3,1.02,5.1,381.0,0
33.1,60.1,3.7,9.5,17.2,8.9,1.61,5.7,504.0,2
24.1,47.5,22.8,26.0,26.5,4.1,0.98,5.1,406.0,0
35.4,84.6,34.1,8.1,23.9,9.4,1.63,9.1,629.0,2
25.8,76.6,8.6,16.5,22.4,6.2,0.99,5.1,514.0,0
24.7,60.1,1.1,8.1,25.3,5.5,1.01,12.1,443.0,0
23.1,100.8,7.4,30.0,25.3,16.3,1.8,7.2,711.0,3
54.6,90.7,48.9,62.9,25.3,5.9,2.74,5.1,617.0,1
35.9,87.0,1.1,34.1,29.2,17.2,1.33,5.1,454.0,2
30.5,75.1,1.1,8.1,25.3,7.6,1.21,6.1,401.0,2
26.7,48.8,0.7,8.1,25.3,5.9,1.65,5.1,662.0,2
28.3,52.1,5.1,9.8,25.3,2.7,0.9,10.9,271.0,0
31.2,60.1,57.6,8.1,25.3,5.9,2.15,3.4,463.0,3
26.7,55.1,3.8,14.9,25.3,5.2,1.38,5.1,454.0,2
42.7,63.3,1.1,8.1,45.4,29.3,0.98,7.4,454.0,3
30.2,77.2,1.1,44.0,25.3,12.7,1.34,6.4,372.0,2
36.0,70.7,69.5,78.1,25.3,5.9,2.28,7.2,420.0,3
36.5,103.6,19.1,8.1,25.3,7.4,2.15,3.3,879.0,1
26.3,54.7,2.0,8.2,27.9,3.4,1.05,17.0,330.0,0
26.7,70.2,60.3,81.9,25.3,16.0,2.28,2.7,526.0,1
26.5,52.8,1.2,8.1,26.5,3.4,0.91,12.1,377.0,0
26.7,66.8,18.9,21.1,25.3,5.0,0.96,11.3,454.0,0
30.0,66.1,17.3,25.3,25.3,6.0,1.55,8.0,482.0,2
32.0,60.1,1.1,127.8,25.3,5.9,2.75,9.2,454.0,1
26.2,41.0,0.3,6.4,23.4,7.3,0.98,5.1,432.0,0
24.6,46.5,5.9,8.1,14.2,6.7,0.96,10.5,547.0,0
26.7,72.9,1.9,10.4,22.7,2.1,0.89,10.8,300.0,0
22.7,60.1,15.8,19.6,17.4,5.9,0.99,11.4,516.0,0
26.7,57.9,21.9,27.3,21.9,4.3,1.02,11.1,336.0,0
26.7,69.1,60.1,76.5,25.3,5.9,1.44,5.7,512.0,2
32.7,94.8,7.8,8.1,25.3,9.8,1.63,5.4,392.0,2
29.0,51.7,8.4,13.0,16.5,5.0,1.01,10.1,226.0,0
27.7,69.1,13.6,19.1,21.6,5.9,0.98,10.5,231.0,0
24.6,64.6,17.1,20.3,20.5,6.7,0.9,10.5,355.0,0
21.9,77.4,21.1,27.8,21.1,4.5,1.03,10.0,384.0,0
26.7,60.1,8.4,15.0,25.3,2.6,1.01,11.5,275.0,0
26.7,41.8,1.5,6.5,25.5,2.5,1.07,5.1,303.0,0
32.8,60.1,13.6,22.2,35.2,7.3,1.31,5.1,534.0,2
28.9,60.1,3.6,21.7,62.1,13.5,0.98,2.7,678.0,1
29.7,80.8,1.1,14.8,25.3,7.2,1.73,5.1,454.0,2
20.0,79.1,1.4,3.5,22.5,4.8,0.89,5.1,407.0,0
26.7,66.9,5.2,8.1,30.6,5.9,1.47,10.5,454.0,2
21.8,69.0,0.7,8.1,25.3,6.3,0.95,11.6,489.0,0
20.5,58.3,1.8,6.7,14.6,5.9,0.78,16.0,260.0,0
25.4,59.1,16.0,16.6,15.2,6.8,1.04,10.5,439.0,0
22.2,74.0,90.0,8.1,29.1,5.9,1.94,5.2,573.0,3
26.7,95.1,1.1,46.7,42.9,21.3,2.16,2.8,454.0,1
33.2,60.1,54.5,65.5,20.2,7.9,1.42,5.1,418.0,2
28.5,69.0,16.3,8.1,23.0,7.7,1.71,5.5,454.0,2
30.3,86.7,6.2,30.2,36.5,17.8,2.31,5.1,454.0,1
34.9,96.2,48.5,8.1,29.0,15.2,2.4,6.0,569.0,3
28.0,76.6,24.8,35.9,28.1,13.4,0.98,7.4,440.0,2
26.7,60.1,9.9,20.1,24.3,11.1,1.19,5.1,453.0,2
24.1,65.6,0.2,7.1,24.7,5.9,1.1,13.2,370.0,0
26.7,63.3,3.0,23.6,25.3,14.2,2.07,5.1,548.0,3
26.7,69.3,1.1,78.8,26.5,10.3,1.87,12.2,579.0,3
26.7,60.1,1.8,8.1,25.2,3.4,1.16,11.7,501.0,0
22.1,50.4,4.0,11.5,14.3,9.7,0.98,13.6,466.0,0
29.6,44.2,24.7,27.3,25.3,7.7,1.01,5.1,315.0,0
38.8,90.1,63.2,8.1,44.7,23.5,2.35,3.5,454.0,1
29.8,62.8,22.2,32.8,36.9,5.9,1.55,5.0,437.0,2
26.6,54.5,3.9,8.1,25.3,5.5,1.09,10.3,580.0,0
35.5,84.7,9.4,8.1,25.3,14.9,1.55,5.1,626.0,2
37.1,72.4,60.3,8.1,25.3,14.0,2.17,3.4,580.0,3
35.4,65.0,22.6,46.2,25.3,23.0,0.98,5.1,509.0,3
26.7,66.0,33.3,8.1,25.3,12.8,2.54,5.1,709.0,1
26.7,79.4,5.9,8.1,19.3,0.7,0.98,10.6,219.0,0
28.7,63.6,1.1,10.2,20.8,5.9,0.92,11.6,454.0,0
20.8,68.0,7.4,11.4,10.6,7.4,0.95,10.8,316.0,0
21.7,45.4,19.9,25.3,22.8,3.9,0.78,13.8,454.0,0
26.7,85.0,31.7,53.6,50.5,35.4,0.98,5.1,822.0,1
19.4,70.6,1.1,14.2,25.3,5.9,0.99,10.2,262.0,0
26.0,68.3,7.8,8.1,11.7,2.7,0.99,5.1,454.0,0
50.3,97.4,1.1,8.1,46.5,5.9,2.49,4.8,588.0,1
20.5,80.0,1.1,3.2,25.3,2.8,0.98,5.1,276.0,0
36.7,75.1,19.7,40.7,38.1,26.6,2.67,11.5,875.0,1
24.3,44.2,9.5,12.5,18.8,-0.2,0.98,10.6,454.0,0
34.0,73.4,3.5,18.7,29.6,8.2,1.38,6.5,522.0,2
37.0,93.9,17.0,34.1,25.3,11.4,1.86,3.1,684.0,1
29.2,60.6,1.1,16.0,32.7,13.3,1.91,5.1,637.0,2
23.1,43.1,4.1,8.1,25.3,8.0,1.03,5.1,499.0,0
19.6,55.5,0.1,3.9,18.9,5.3,1.1,10.6,198.0,0
26.3,60.1,1.3,8.1,16.4,5.9,0.97,15.6,205.0,0
24.0,56.9,2.9,6.9,13.0,5.9,1.14,11.3,360.0,0
24.3,48.2,16.8,25.9,19.4,3.9,0.98,14.8,544.0,0
25.3,60.1,4.6,11.2,20.1,6.4,1.03,5.1,282.0,0
26.7,78.1,1.1,19.8,25.3,10.7,1.28,5.1,376.0,2
44.0,80.4,1.1,29.5,27.9,8.5,2.12,4.1,685.0,3
22.6,46.7,19.2,26.8,26.5,5.9,0.82,13.7,354.0,0
30.8,47.7,11.0,16.4,25.7,5.9,1.11,10.1,332.0,0
