Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
8.6,3.7,7.2,5.8,3.5,2.6,1
8.6,1.3,7.2,2.1,3.5,3.09,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.18,0
8.6,1.2,7.2,4.9,3.5,3.11,2
8.6,2.6,8.5,2.1,3.5,4.0,0
9.5,1.4,7.2,2.1,3.5,3.11,0
8.6,2.2,7.2,3.5,3.5,3.11,2
8.6,1.6,7.2,2.2,3.5,3.11,1
8.6,0.9,8.1,0.5,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,1
8.6,1.1,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,1
8.6,1.0,7.2,4.3,5.2,2.8,1
8.6,1.6,7.2,2.1,3.5,3.67,0
7.1,1.6,7.2,2.1,4.6,3.27,2
5.1,1.6,7.2,2.1,3.5,3.11,0
8.6,0.4,7.5,2.1,3.5,3.11,2
8.6,1.6,7.2,3.7,5.7,3.11,1
8.6,2.5,7.2,5.1,3.5,3.06,2
8.6,0.7,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,1.9,3.5,3.11,2
8.6,1.6,9.2,0.1,3.5,3.11,1
8.6,1.6,7.2,2.1,3.5,3.11,0
8.7,3.2,7.2,1.0,4.7,3.11,0
8.6,3.2,7.2,2.1,3.5,3.58,0
8.6,3.7,7.2,2.1,3.5,2.89,2
8.6,1.6,5.5,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,2.1,3.5,3.44,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.8,3.5,3.11,0
5.3,1.6,7.2,2.1,3.5,3.11,1
8.6,1.6,5.7,4.6,3.5,3.11,0
8.6,2.8,5.4,2.1,3.5,3.11,0
8.6,0.3,7.2,5.9,3.5,3.11,0
8.6,3.8,7.2,0.9,3.5,3.11,0
8.6,1.6,8.9,3.4,4.5,3.11,2
8.6,1.6,7.2,2.1,8.5,3.11,0
8.6,1.6,5.6,3.9,3.5,3.11,0
8.6,1.6,7.2,5.2,3.5,3.11,0
8.6,1.6,7.2,5.8,3.5,2.96,0
8.6,1.6,7.2,2.1,3.5,3.11,1
8.1,1.6,7.3,2.1,3.5,3.39,0
8.6,1.6,7.2,2.1,2.6,3.11,1
7.3,1.6,6.4,1.1,3.5,3.11,2
8.6,0.3,7.2,5.8,3.5,3.11,2
8.6,1.6,7.2,4.9,3.5,3.11,0
8.6,3.3,9.7,2.1,3.5,3.11,0
8.1,1.6,9.7,2.1,0.6,3.45,0
9.9,1.6,8.0,2.1,3.5,3.11,0
8.6,3.4,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,0.1,3.11,1
8.6,1.6,7.2,2.8,3.5,3.11,0
8.6,0.5,7.2,2.1,3.5,3.11,2
8.6,1.6,8.1,2.1,5.0,3.11,2
8.6,3.1,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,1.9,3.5,3.11,2
8.6,0.9,5.7,0.1,3.5,3.55,0
8.6,1.6,7.2,2.1,5.2,2.97,2
8.6,3.1,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,4.8,3.5,3.11,0
8.6,3.9,7.2,2.1,3.6,3.11,2
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.8,3.5,3.11,1
8.6,0.7,6.0,2.1,3.5,3.14,0
8.6,0.4,7.2,2.8,3.5,3.11,0
8.6,1.6,7.2,2.1,4.9,3.11,2
8.6,1.6,7.2,2.1,4.0,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.1,1.6,7.2,4.5,3.5,3.11,0
8.6,1.0,7.2,5.4,3.8,3.11,1
8.6,1.6,7.2,1.5,7.5,3.11,1
8.6,1.5,7.2,1.9,9.2,3.11,0
8.6,3.6,7.2,2.1,3.5,2.62,1
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.2,3.5,3.11,2
8.6,1.6,7.2,5.9,3.5,3.11,0
8.6,0.6,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,5.4,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,1.2,3.11,0
8.6,1.6,7.9,1.2,3.5,3.24,0
8.6,0.7,7.2,2.6,3.5,2.99,0
8.6,2.4,7.2,3.5,3.5,3.11,1
8.6,1.6,7.2,2.1,3.5,3.11,1
8.6,4.0,7.2,4.9,3.5,3.11,1
6.3,1.6,7.2,3.6,2.6,3.11,2
8.6,3.7,7.2,2.1,0.2,2.85,2
8.6,1.6,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,4.8,3.5,3.11,0
8.6,0.7,7.2,2.1,6.6,2.96,0
8.6,3.5,7.2,2.1,3.5,3.11,2
7.2,1.6,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,2.1,3.5,3.27,2
8.6,1.6,7.2,2.1,0.8,3.13,0
8.6,3.2,8.1,3.2,3.5,3.11,1
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,2.3,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,6.1,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.14,0
8.6,1.6,7.2,2.1,4.2,3.11,1
8.6,1.6,7.2,3.5,3.5,3.58,0
5.1,3.5,9.7,2.1,3.5,3.11,1
8.6,1.6,7.2,2.1,2.8,3.11,0
8.6,1.6,7.2,2.1,0.3,3.33,2
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,2.1,7.1,3.42,0
8.6,0.0,7.2,2.1,3.5,3.11,0
8.6,1.4,7.2,2.7,4.5,3.11,2
8.6,1.8,7.2,2.1,9.3,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,2.7,7.2,5.8,3.5,2.71,0
8.6,1.6,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,2.1,3.5,3.11,1
8.6,1.9,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,2.5,3.5,3.11,0
8.6,0.7,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,2.5,3.5,3.11,2
8.6,0.9,7.2,4.0,3.5,3.11,1
8.6,1.6,9.0,2.1,8.4,3.11,1
8.6,1.0,8.6,2.1,3.8,3.11,1
8.6,1.6,7.2,2.1,3.5,3.5,0
8.6,1.6,7.2,2.1,3.5,3.11,1
8.6,1.6,7.1,5.4,3.5,3.11,1
8.6,1.5,7.2,1.6,3.5,3.11,2
8.6,1.6,7.2,2.1,3.5,3.11,0
8.8,0.6,7.2,2.1,2.7,3.3,0
8.6,3.2,7.2,0.1,3.5,3.11,0
8.6,1.6,7.2,2.1,4.1,3.11,0
9.9,1.6,7.2,1.6,3.5,3.52,0
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,0.0,7.2,5.4,6.9,2.95,0
8.6,2.7,7.2,2.1,3.5,3.11,0
8.6,1.5,7.2,2.1,7.5,3.11,2
8.6,2.4,7.2,2.1,3.5,3.11,1
8.6,1.4,7.2,2.1,5.8,3.11,2
8.6,1.6,7.2,0.7,3.5,3.11,0
8.6,1.6,7.2,2.1,9.5,3.11,1
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.2,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,6.4,3.11,2
8.6,1.6,7.2,4.4,3.5,3.11,1
8.6,1.6,7.2,3.3,3.5,3.11,0
8.6,1.6,9.7,0.2,3.5,2.58,2
8.6,1.6,7.2,2.1,2.5,3.11,0
8.6,1.6,7.2,0.4,3.5,3.11,0
8.6,3.4,7.2,2.1,3.5,3.41,0
8.6,1.6,5.4,2.1,7.7,2.84,0
8.6,2.9,5.3,2.1,3.5,3.11,0
8.6,1.6,7.2,3.4,2.1,3.11,2
6.2,0.1,9.4,2.1,3.5,3.11,2
8.6,1.6,7.2,2.1,0.7,3.11,0
8.6,1.6,7.2,2.1,2.4,3.11,0
8.6,3.0,7.2,0.7,7.0,3.11,2
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,2.7,6.1,5.7,2.6,3.11,2
8.6,1.6,7.1,2.1,3.5,3.11,0
8.6,1.6,7.2,1.2,3.5,3.11,0
8.6,2.6,7.2,2.1,3.5,3.11,0
8.6,1.6,8.9,2.1,3.5,3.11,2
8.6,1.6,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,2
9.4,1.6,9.3,1.2,3.5,3.11,0
8.6,1.6,5.4,2.1,5.6,3.11,0
8.6,2.0,5.4,1.3,6.7,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,2.2,3.11,0
6.3,3.5,7.2,2.1,3.5,3.11,2
8.6,1.6,8.1,2.1,3.5,3.11,0
8.6,3.5,9.4,2.1,3.5,3.11,1
8.6,3.0,7.2,4.9,3.6,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,0.4,7.2,2.1,3.5,3.11,0
8.6,1.6,5.5,5.6,1.0,3.29,0
8.6,1.6,7.2,2.1,4.6,3.11,0
8.6,1.6,7.2,5.2,3.5,3.11,0
9.9,1.6,7.2,0.2,1.3,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,2.86,0
8.6,2.7,7.2,1.6,3.5,2.95,1
8.6,1.6,7.2,5.7,3.5,3.11,0
8.6,1.1,9.9,2.5,3.5,3.11,2
8.6,1.6,7.2,2.1,3.5,3.11,0
9.3,1.6,7.2,0.6,3.5,3.11,0
8.6,3.1,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,3.7,4.9,3.11,1
8.6,1.9,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,3.5,3.5,3.11,0
8.6,3.2,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,2.1,3.5,3.11,2
8.9,0.2,7.2,2.1,6.9,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,2.1,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,0.9,3.5,3.11,2
8.6,1.6,8.2,2.1,3.5,2.88,1
8.6,3.5,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,5.4,3.5,3.11,0
8.6,1.6,7.2,2.1,2.1,3.11,2
8.6,1.6,7.2,2.1,3.5,2.75,1
8.6,1.3,5.9,2.1,2.2,3.11,0
8.3,2.0,7.2,2.1,1.7,3.25,0
8.6,2.7,7.2,2.1,9.7,3.11,0
8.6,1.6,7.2,2.1,2.1,2.85,2
8.6,1.5,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,3.8,1.4,3.11,0
8.6,1.7,7.2,2.1,3.5,3.11,0
8.6,1.6,8.1,2.1,3.5,3.11,0
8.6,3.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.0,2.1,3.11,0
7.2,2.1,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,2.1,5.3,2.61,1
8.6,1.6,7.2,2.2,3.5,3.11,0
8.6,1.6,7.2,3.1,8.6,3.11,0
8.6,1.6,7.2,2.1,3.5,2.98,2
8.6,1.6,7.2,2.1,3.5,2.81,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,0.5,7.3,2.1,3.5,3.11,1
6.6,1.6,7.2,0.9,3.5,3.17,0
8.6,1.6,7.4,4.0,3.5,3.16,2
5.7,0.1,7.2,4.2,3.5,3.11,1
8.6,0.4,7.2,2.1,3.5,3.11,0
8.6,0.7,7.2,4.6,3.5,3.43,0
8.6,2.5,7.2,2.1,2.0,3.11,2
5.2,3.7,7.2,4.1,3.5,2.91,1
8.6,1.6,7.2,3.9,5.0,3.11,0
8.6,1.6,7.2,2.1,2.3,3.56,0
8.6,1.6,7.2,1.5,3.5,3.11,2
8.6,2.7,7.2,2.1,1.4,3.11,2
8.6,0.5,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,4.2,3.5,3.11,2
8.6,1.5,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,2.4,3.5,3.11,2
7.6,1.9,7.2,2.1,3.5,3.08,0
8.6,1.6,7.2,2.1,3.5,3.31,2
8.6,2.9,7.2,0.0,3.5,3.11,0
8.6,0.0,7.2,2.1,3.5,2.92,2
5.3,3.7,7.2,2.1,3.5,2.78,1
8.6,1.0,6.4,1.8,7.4,3.11,2
8.6,2.4,7.2,2.1,3.5,3.11,2
8.6,1.6,5.9,2.1,3.5,3.11,0
8.6,1.6,7.2,1.5,3.5,3.11,0
9.8,1.6,7.2,1.8,1.5,3.11,0
8.6,1.6,9.1,2.4,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,2.67,2
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.7,3.5,7.2,2.1,3.5,3.11,0
8.6,2.6,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,2.1,2.5,3.11,0
8.6,0.3,7.2,2.1,3.5,3.29,0
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,3.2,7.2,3.2,3.5,2.64,1
9.4,2.6,7.2,1.4,2.9,3.11,0
8.6,1.6,7.2,2.1,3.5,3.26,0
8.6,1.6,7.8,2.1,3.5,3.11,2
8.6,1.6,7.2,2.7,3.5,3.11,0
8.6,1.6,7.2,4.4,3.5,3.11,0
8.6,3.7,7.2,2.2,3.5,3.44,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.4,5.4,5.6,5.3,2.58,0
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.02,2
8.6,1.6,7.2,2.1,6.0,3.46,0
6.7,1.6,7.2,2.1,0.9,3.11,2
5.7,1.6,7.2,2.6,3.5,3.11,1
8.6,2.0,7.2,0.9,3.5,3.0,1
8.6,1.6,7.2,0.8,3.5,3.03,0
8.6,1.6,6.6,2.1,3.5,3.58,0
8.6,1.6,8.2,1.3,3.5,3.11,2
8.6,0.2,7.2,2.1,6.3,3.11,1
8.6,1.6,7.2,4.2,5.2,3.11,0
8.6,1.6,7.2,6.0,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.04,1
8.6,1.6,7.2,2.1,2.0,3.11,2
8.6,1.6,7.2,2.1,3.5,2.25,1
7.7,1.6,7.2,2.1,8.9,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,1
8.6,2.0,7.2,1.9,3.5,2.79,0
8.6,1.6,7.2,4.7,3.5,3.38,2
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,3.4,7.2,2.1,3.5,3.31,0
8.6,2.5,7.2,2.1,0.6,3.11,2
5.3,2.1,7.2,4.4,3.5,3.11,0
8.6,1.6,7.2,0.5,3.5,3.11,0
8.6,0.0,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,2.1,4.7,3.11,2
8.6,1.6,7.2,2.1,3.5,3.11,1
6.3,1.6,7.2,5.8,3.5,3.11,0
8.1,1.6,6.0,0.7,3.5,3.06,0
8.6,3.1,7.2,2.1,2.2,3.11,0
8.6,2.4,7.2,2.1,3.5,3.11,0
8.6,2.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,1.1,3.5,3.11,2
8.6,1.6,7.2,3.9,3.5,3.01,1
8.6,1.6,7.2,0.4,3.5,3.28,0
8.6,1.6,7.2,2.1,1.1,3.11,0
5.9,2.2,9.9,2.1,3.5,3.11,1
8.6,0.7,7.2,2.1,3.5,3.11,0
8.6,3.4,7.2,2.1,3.5,3.11,2
8.6,1.6,6.5,2.1,3.5,3.35,2
8.6,3.0,7.2,2.8,4.2,3.31,0
8.6,1.0,7.2,2.1,3.4,2.71,1
8.6,0.8,7.2,4.4,3.5,3.11,0
8.6,1.6,7.2,2.1,3.6,3.11,0
8.8,1.6,7.2,2.1,3.5,3.32,0
8.6,1.6,7.2,0.9,5.2,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,2.4,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.9,3.5,3.11,0
8.6,0.3,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,1.1,3.11,0
8.6,1.6,7.2,2.1,8.9,3.26,0
8.6,1.6,7.2,0.9,3.5,3.11,0
8.6,1.6,7.2,1.3,3.5,3.11,0
8.6,1.6,7.2,0.9,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,5.9,2.1,3.5,3.11,0
8.6,1.6,7.2,5.0,3.5,3.11,0
6.5,3.8,7.2,2.1,3.5,2.62,2
8.6,1.6,7.2,2.1,1.0,3.18,0
8.6,0.3,8.6,3.0,6.4,2.28,1
7.2,2.9,7.2,2.1,3.5,3.11,2
8.6,2.6,7.2,0.2,3.5,3.38,0
8.6,1.6,7.2,1.5,3.5,3.11,1
8.6,1.6,7.2,2.1,2.7,3.11,2
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,3.6,7.2,2.1,3.5,3.18,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,3.9,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,2.6,2.58,2
5.6,0.6,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,0.6,4.3,3.48,0
8.6,1.6,7.2,2.1,7.7,3.11,1
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.28,2
8.6,1.6,9.0,2.1,3.5,3.11,1
8.6,1.3,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,2.1,0.7,2.84,2
9.9,1.6,7.2,2.1,3.5,3.17,0
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,2.1,0.2,3.21,0
8.6,1.6,7.2,4.8,4.7,3.11,2
9.0,1.6,7.2,2.1,1.8,3.11,0
8.6,1.6,7.2,1.9,3.5,3.11,1
8.6,3.6,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,2.1,3.5,3.11,0
9.8,1.7,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.4,3.5,3.11,0
8.6,1.6,7.2,2.1,2.0,3.11,0
8.6,3.4,7.2,3.0,3.5,3.11,1
8.6,1.6,7.3,2.1,3.9,3.11,2
8.6,1.6,7.2,1.0,3.5,3.11,2
8.6,1.6,7.2,2.1,9.7,3.11,0
8.6,1.6,7.2,2.1,2.0,3.11,2
8.6,3.9,7.2,2.1,3.5,3.11,2
8.6,1.3,7.2,2.1,3.5,3.11,0
8.6,3.3,7.2,2.1,3.5,3.11,2
8.5,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.45,0
8.6,1.6,7.2,2.1,3.5,2.92,2
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,0.3,6.3,3.11,0
6.4,1.6,7.2,5.5,2.2,3.11,2
8.6,1.6,7.2,5.8,1.1,3.11,0
8.6,1.1,7.2,0.5,3.5,3.11,0
8.6,1.6,7.2,1.5,3.5,3.11,0
8.6,2.4,7.2,1.8,6.8,2.91,2
8.6,0.2,7.2,2.1,0.8,3.5,0
8.6,1.6,7.2,1.4,3.5,3.11,0
8.6,0.1,7.9,6.0,3.5,3.11,0
8.6,3.3,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,5.0,3.5,3.11,1
8.6,1.6,7.2,2.6,3.5,3.11,2
8.9,1.6,7.2,1.4,1.8,3.11,0
8.0,2.8,7.2,2.1,3.5,3.11,2
8.6,1.5,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,2.1,4.7,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,2.1,4.3,3.11,0
8.6,1.6,7.2,2.1,5.7,3.15,0
9.0,1.6,7.6,2.1,3.5,3.11,0
8.6,1.6,5.4,3.7,3.6,3.11,0
8.6,3.5,7.2,2.1,3.5,3.11,2
10.0,0.5,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,1.1,3.5,3.11,0
8.6,3.8,7.2,2.1,2.0,3.27,0
8.6,0.2,7.2,4.1,3.5,3.11,2
8.6,1.6,7.2,2.1,3.5,3.11,1
8.6,0.3,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,3.7,7.2,2.1,3.5,3.23,0
8.6,0.5,9.5,0.4,5.0,3.11,0
8.6,1.7,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,3.4,3.5,3.11,0
8.6,1.6,8.5,2.1,3.5,3.07,0
8.4,1.1,7.2,2.1,3.5,3.54,0
8.6,3.4,9.6,2.1,3.5,3.11,0
8.6,1.6,7.2,3.6,4.6,3.2,2
8.6,0.7,7.2,0.9,3.5,3.11,2
8.6,1.6,7.2,0.2,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,1.6,6.8,2.1,5.1,3.11,0
8.6,0.6,7.4,0.2,7.4,3.11,0
8.6,1.6,7.2,0.2,3.5,3.11,2
8.6,1.6,7.2,2.8,6.5,3.11,1
8.6,1.6,7.2,5.7,3.5,3.1,0
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,1.2,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,2.1,3.9,3.11,2
8.6,1.6,7.2,2.1,4.5,3.11,2
8.6,3.5,7.2,2.1,1.0,3.11,0
8.6,1.6,7.2,0.2,3.5,3.74,0
8.6,1.6,7.2,3.2,3.5,3.11,2
8.6,1.6,5.7,4.7,2.4,3.11,0
6.4,1.6,7.2,0.7,3.7,3.11,2
8.6,3.9,7.2,4.7,0.7,2.74,2
8.6,1.6,7.2,2.3,3.5,3.21,2
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,3.1,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.6,3.5,3.11,2
8.6,1.6,5.1,2.1,3.5,3.11,0
8.4,2.9,7.2,0.6,3.5,3.11,0
8.6,1.1,6.1,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,1
8.6,0.6,7.2,4.5,3.5,3.11,0
8.6,3.1,7.2,2.1,1.3,3.11,0
5.4,1.6,7.2,2.1,9.6,3.11,1
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,2.0,7.2,2.1,3.5,3.11,1
8.6,0.3,7.2,2.1,3.5,3.11,1
8.6,3.7,7.0,2.1,3.5,3.11,0
6.6,1.6,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,1.6,7.2,4.7,1.1,3.11,2
8.6,2.1,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,1.6,5.0,2.1,3.5,3.11,0
8.6,1.6,6.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,2
8.6,3.6,7.2,2.1,3.5,3.51,0
8.6,3.9,7.2,2.1,3.5,3.11,0
8.6,1.6,5.0,2.1,3.5,3.11,0
8.6,1.6,7.2,2.2,3.5,3.11,0
8.6,0.4,7.2,3.9,3.5,3.01,2
8.6,1.6,7.2,2.1,3.5,3.11,1
8.6,1.6,7.2,2.1,9.4,2.44,2
8.6,1.7,7.2,3.7,3.5,3.11,0
8.6,1.6,6.1,4.1,2.9,3.11,2
8.6,1.6,7.2,3.9,3.5,3.11,0
8.6,1.6,7.2,1.1,3.5,3.11,0
9.5,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.3,3.5,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.8,3.5,3.11,0
9.8,2.1,7.2,1.2,3.5,3.61,0
8.6,1.6,7.2,0.1,3.5,3.11,0
8.6,1.6,7.2,1.6,3.5,3.11,0
8.6,1.5,7.2,2.1,9.0,3.11,0
8.6,3.9,7.2,2.1,2.6,3.11,0
8.6,1.6,7.2,2.1,3.5,3.11,0
8.6,1.6,7.2,2.1,8.7,2.76,1
5.3,1.6,9.7,2.1,3.5,3.13,1
10.0,2.2,7.2,0.2,3.5,3.11,0
6.0,0.6,7.2,2.1,4.6,3.11,2
8.6,1.6,7.2,3.8,3.5,3.11,2
8.6,1.6,7.2,1.7,5.0,2.74,2
8.6,3.6,7.2,2.1,4.3,3.11,2
8.6,1.6,7.2,1.5,3.5,3.11,1
8.6,2.7,7.2,2.1,3.5,3.09,0
8.6,1.6,7.2,1.0,3.5,3.43,0
8.6,0.8,7.2,2.1,3.5,3.11,0
